rxn_smiles,dE0,dH0
[C:1]([C:2]1[C:3]([H:11])([H:12])[C:4]([H:13])([H:14])[N:5]=[C:6]([H:15])[O:7]1)([H:8])([H:9])[H:10]>>[C:1]([C:2](=[C:3]([H:11])[H:12])[O:7][C:6]([N:5]=[C:4]([H:13])[H:14])[H:15])([H:8])([H:9])[H:10],28.24058022113737,21.23590932131932
[C:1]([C:2](=[C:3]([H:11])[H:12])[O:7][C:6]([N:5]=[C:4]([H:13])[H:14])[H:15])([H:8])([H:9])[H:10]>>[C:1]([C:2]1[C:3]([H:11])([H:12])[C:4]([H:13])([H:14])[N:5]=[C:6]([H:15])[O:7]1)([H:8])([H:9])[H:10],7.004670899818052,-21.23590932131932
[C:1]([C:2]1[C:3]([H:11])([H:12])[C:4]([H:13])([H:14])[N:5]=[C:6]([H:15])[O:7]1)([H:8])([H:9])[H:10]>>[C:1]([C:2]1([O:7][C:6](=[N:5])[H:15])[C:3]([H:11])([H:12])[C:4]1([H:13])[H:14])([H:8])([H:9])[H:10],63.08365654000229,27.906162974252272
[C:1]([C:2]1([O:7][C:6](=[N:5])[H:15])[C:3]([H:11])([H:12])[C:4]1([H:13])[H:14])([H:8])([H:9])[H:10]>>[C:1]([C:2]1[C:3]([H:11])([H:12])[C:4]([H:13])([H:14])[N:5]=[C:6]([H:15])[O:7]1)([H:8])([H:9])[H:10],35.17749356575001,-27.906162974252272
[C:1]([C:2]1[C:3]([H:11])([H:12])[C:4]([H:13])([H:14])[N:5]=[C:6]([H:15])[O:7]1)([H:8])([H:9])[H:10]>>[C:1]([C:2]=[O+:7]/[C:6](=[N:5]/[C:4]([C-:3]([H:11])[H:12])([H:13])[H:14])[H:15])([H:8])([H:9])[H:10],98.83557014812806,74.68856573276183
[C:1]([C:2]=[O+:7]/[C:6](=[N:5]/[C:4]([C-:3]([H:11])[H:12])([H:13])[H:14])[H:15])([H:8])([H:9])[H:10]>>[C:1]([C:2]1[C:3]([H:11])([H:12])[C:4]([H:13])([H:14])[N:5]=[C:6]([H:15])[O:7]1)([H:8])([H:9])[H:10],24.147004415366226,-74.68856573276183
[C:1]([C:2]1[C:3]([H:11])([H:12])[C:4]([H:13])([H:14])[N:5]=[C:6]([H:15])[O:7]1)([H:8])([H:9])[H:10]>>[C:1]([C:2](=[C:3][H:11])[O:7]/[C:6](=[N:5]\[C:4]([H:12])([H:13])[H:14])[H:15])([H:8])([H:9])[H:10],53.318374753365134,40.103444848886944
[C:1]([C:2](=[C:3][H:11])[O:7]/[C:6](=[N:5]\[C:4]([H:12])([H:13])[H:14])[H:15])([H:8])([H:9])[H:10]>>[C:1]([C:2]1[C:3]([H:11])([H:12])[C:4]([H:13])([H:14])[N:5]=[C:6]([H:15])[O:7]1)([H:8])([H:9])[H:10],13.21492990447819,-40.103444848886944
[C:1]([C:2]1[C:3]([H:11])([H:12])[C:4]([H:13])([H:14])[N:5]=[C:6]([H:15])[O:7]1)([H:8])([H:9])[H:10]>>[C:1]([C:2]1[C:3]([H:11])([H:12])[C-:4]([H:14])[N:5]([H:13])[C:6]([H:15])=[O+:7]1)([H:8])([H:9])[H:10],77.51205739538558,44.28437199100621
[C:1]([C:2]1[C:3]([H:11])([H:12])[C-:4]([H:14])[N:5]([H:13])[C:6]([H:15])=[O+:7]1)([H:8])([H:9])[H:10]>>[C:1]([C:2]1[C:3]([H:11])([H:12])[C:4]([H:13])([H:14])[N:5]=[C:6]([H:15])[O:7]1)([H:8])([H:9])[H:10],33.22768540437937,-44.28437199100621
[C:1]([C:2]1[C:3]([H:11])([H:12])[C:4]([H:13])([H:14])[N:5]=[C:6]([H:15])[O:7]1)([H:8])([H:9])[H:10]>>[C:1]([C@@:2]1([H:10])[C:3]([H:11])([H:12])[C:4]([H:13])([H:14])[N:5]=[C:6]([H:15])[O:7]1)([H:8])[H:9],49.07361861006877,8.279159485233032
[C:1]([C@@:2]1([H:10])[C:3]([H:11])([H:12])[C:4]([H:13])([H:14])[N:5]=[C:6]([H:15])[O:7]1)([H:8])[H:9]>>[C:1]([C:2]1[C:3]([H:11])([H:12])[C:4]([H:13])([H:14])[N:5]=[C:6]([H:15])[O:7]1)([H:8])([H:9])[H:10],40.79445912483574,-8.279159485233032
[C:1]([C:2]1[C:3]([H:11])([H:12])[C:4]([H:13])([H:14])[N:5]=[C:6]([H:15])[O:7]1)([H:8])([H:9])[H:10]>>[C:1](=[C:2]1[C:3]([H:11])([H:12])[C:4]([H:13])([H:14])[N:5]([H:10])[C:6]([H:15])[O:7]1)([H:8])[H:9],62.00686548913339,15.578140300032894
[C:1](=[C:2]1[C:3]([H:11])([H:12])[C:4]([H:13])([H:14])[N:5]([H:10])[C:6]([H:15])[O:7]1)([H:8])[H:9]>>[C:1]([C:2]1[C:3]([H:11])([H:12])[C:4]([H:13])([H:14])[N:5]=[C:6]([H:15])[O:7]1)([H:8])([H:9])[H:10],46.4287251891005,-15.578140300032894
[C:1]([C:2]1[C:3]([H:11])([H:12])[C:4]([H:13])([H:14])[N:5]=[C:6]([H:15])[O:7]1)([H:8])([H:9])[H:10]>>[C:1](/[C:2](=[C:3](/[C:4]([H:12])([H:13])[H:14])[H:11])[O:7][C:6](=[N:5])[H:15])([H:8])([H:9])[H:10],74.51162957016828,16.982399708898928
[C:1](/[C:2](=[C:3](/[C:4]([H:12])([H:13])[H:14])[H:11])[O:7][C:6](=[N:5])[H:15])([H:8])([H:9])[H:10]>>[C:1]([C:2]1[C:3]([H:11])([H:12])[C:4]([H:13])([H:14])[N:5]=[C:6]([H:15])[O:7]1)([H:8])([H:9])[H:10],57.52922986126936,-16.982399708898928
[C:1]([C:2]1[C:3]([H:11])([H:12])[C:4]([H:13])([H:14])[N:5]=[C:6]([H:15])[O:7]1)([H:8])([H:9])[H:10]>>[C:1]([C:2]([C:3]([C:4]([C:6](=[N:5])[H:15])([H:13])[H:14])([H:11])[H:12])=[O:7])([H:8])([H:9])[H:10],62.948115347768535,-2.5982262504156544
[C:1]([C:2]([C:3]([C:4]([C:6](=[N:5])[H:15])([H:13])[H:14])([H:11])[H:12])=[O:7])([H:8])([H:9])[H:10]>>[C:1]([C:2]1[C:3]([H:11])([H:12])[C:4]([H:13])([H:14])[N:5]=[C:6]([H:15])[O:7]1)([H:8])([H:9])[H:10],65.54634159818418,2.5982262504156544
[C:1]([C:2]1[C:3]([H:11])([H:12])[C:4]([H:13])([H:14])[N:5]=[C:6]([H:15])[O:7]1)([H:8])([H:9])[H:10]>>[C-:2]1=[O+:7][C:6]([H:15])[N:5]=[C:4]([H:14])[C:3]1([H:11])[H:12].[C:1]([H:8])([H:9])([H:10])[H:13],94.57582274191445,63.68978246740566
[C-:2]1=[O+:7][C:6]([H:15])[N:5]=[C:4]([H:14])[C:3]1([H:11])[H:12].[C:1]([H:8])([H:9])([H:10])[H:13]>>[C:1]([C:2]1[C:3]([H:11])([H:12])[C:4]([H:13])([H:14])[N:5]=[C:6]([H:15])[O:7]1)([H:8])([H:9])[H:10],30.886040274508794,-63.68978246740566
[C:1]([C:2]1[C:3]([H:11])([H:12])[C:4]([H:13])([H:14])[N:5]=[C:6]([H:15])[O:7]1)([H:8])([H:9])[H:10]>>[C:1]([C:2]1=[C:3][C:4]([H:13])([H:14])[N:5]=[C:6]([H:15])[O:7]1)([H:8])([H:9])[H:10].[H:11][H:12],57.335760503434045,50.30576079631886
[C:1]([C:2]1=[C:3][C:4]([H:13])([H:14])[N:5]=[C:6]([H:15])[O:7]1)([H:8])([H:9])[H:10].[H:11][H:12]>>[C:1]([C:2]1[C:3]([H:11])([H:12])[C:4]([H:13])([H:14])[N:5]=[C:6]([H:15])[O:7]1)([H:8])([H:9])[H:10],7.029999707115188,-50.30576079631886
[C:1]([C:2]1[C:3]([H:11])([H:12])[C:4]([H:13])([H:14])[N:5]=[C:6]([H:15])[O:7]1)([H:8])([H:9])[H:10]>>[C:1]([C@:2]1([C:3]([H:11])[H:12])[C:4]([H:13])([H:14])[N:5]=[C:6]([H:15])[O:7]1)([H:8])([H:9])[H:10],32.57027227821822,4.382914944781092
[C:1]([C@:2]1([C:3]([H:11])[H:12])[C:4]([H:13])([H:14])[N:5]=[C:6]([H:15])[O:7]1)([H:8])([H:9])[H:10]>>[C:1]([C:2]1[C:3]([H:11])([H:12])[C:4]([H:13])([H:14])[N:5]=[C:6]([H:15])[O:7]1)([H:8])([H:9])[H:10],28.187357333437127,-4.382914944781092
[C:1]([C:2]1[C:3]([H:11])([H:12])[C:4]([H:13])([H:14])[N:5]=[C:6]([H:15])[O:7]1)([H:8])([H:9])[H:10]>>[C:1]([C:2]([C:3]([C:4]([N:5]=[C:6]([H:13])[H:15])[H:14])([H:11])[H:12])=[O:7])([H:8])([H:9])[H:10],62.2452385222506,2.817520355239698
[C:1]([C:2]([C:3]([C:4]([N:5]=[C:6]([H:13])[H:15])[H:14])([H:11])[H:12])=[O:7])([H:8])([H:9])[H:10]>>[C:1]([C:2]1[C:3]([H:11])([H:12])[C:4]([H:13])([H:14])[N:5]=[C:6]([H:15])[O:7]1)([H:8])([H:9])[H:10],59.4277181670109,-2.817520355239698
[C:1]([C:2]1[C:3]([H:11])([H:12])[C:4]([H:13])([H:14])[N:5]=[C:6]([H:15])[O:7]1)([H:8])([H:9])[H:10]>>[C:1]([C:2]1[C:3]([H:11])([H:12])[C@@:4]2([H:13])[N:5]([H:14])[C@@:6]2([H:15])[O:7]1)([H:8])([H:9])[H:10],81.33853614657451,20.1750383931822
[C:1]([C:2]1[C:3]([H:11])([H:12])[C@@:4]2([H:13])[N:5]([H:14])[C@@:6]2([H:15])[O:7]1)([H:8])([H:9])[H:10]>>[C:1]([C:2]1[C:3]([H:11])([H:12])[C:4]([H:13])([H:14])[N:5]=[C:6]([H:15])[O:7]1)([H:8])([H:9])[H:10],61.16349775339231,-20.1750383931822
[C:1]1([H:6])[C:2]([H:7])([H:8])[N:3]([H:9])[N:4]([H:10])[C:5]1([H:11])[H:12]>>[C:1]([C:2]([N:3]([N:4][H:10])[H:9])([H:7])[H:8])(=[C:5]([H:11])[H:12])[H:6],26.011223490106016,-5.919905293020738
[C:1]([C:2]([N:3]([N:4][H:10])[H:9])([H:7])[H:8])(=[C:5]([H:11])[H:12])[H:6]>>[C:1]1([H:6])[C:2]([H:7])([H:8])[N:3]([H:9])[N:4]([H:10])[C:5]1([H:11])[H:12],31.931128783126752,5.919905293020738
[C:1]1([H:6])[C:2]([H:7])([H:8])[N:3]([H:9])[N:4]([H:10])[C:5]1([H:11])[H:12]>>[C:1]1([H:6])([H:12])[C:2]([H:7])([H:8])[N:3]([H:9])[N:4]([H:10])[C:5]1[H:11],41.03420371951042,-7.120773423762264
[C:1]1([H:6])([H:12])[C:2]([H:7])([H:8])[N:3]([H:9])[N:4]([H:10])[C:5]1[H:11]>>[C:1]1([H:6])[C:2]([H:7])([H:8])[N:3]([H:9])[N:4]([H:10])[C:5]1([H:11])[H:12],48.15497714327269,7.120773423762264
[C:1]1([H:6])[C:2]([H:7])([H:8])[N:3]([H:9])[N:4]([H:10])[C:5]1([H:11])[H:12]>>[C:1]([C:2]([N:3]([N:4]([H:6])[H:10])[H:9])([H:7])[H:8])=[C:5]([H:11])[H:12],83.01870777028323,19.73576022168509
[C:1]([C:2]([N:3]([N:4]([H:6])[H:10])[H:9])([H:7])[H:8])=[C:5]([H:11])[H:12]>>[C:1]1([H:6])[C:2]([H:7])([H:8])[N:3]([H:9])[N:4]([H:10])[C:5]1([H:11])[H:12],63.28294754859814,-19.73576022168509
[C:1]1([H:6])[C:2]([H:7])([H:8])[N:3]([H:9])[N:4]([H:10])[C:5]1([H:11])[H:12]>>[C:1](=[C:2]([H:7])[H:8])[H:6].[N:3]1([H:9])[N:4]([H:10])[C:5]1([H:11])[H:12],118.84494738605468,57.94213202049152
[C:1](=[C:2]([H:7])[H:8])[H:6].[N:3]1([H:9])[N:4]([H:10])[C:5]1([H:11])[H:12]>>[C:1]1([H:6])[C:2]([H:7])([H:8])[N:3]([H:9])[N:4]([H:10])[C:5]1([H:11])[H:12],60.902815365563164,-57.94213202049152
[C:1]([C:2]1([H:11])[C:3]([H:12])([H:13])[C:4]([C:5]([O:6])([H:15])[H:16])([H:14])[C:7]1([H:17])[H:18])([H:8])([H:9])[H:10]>>[C:1]([C@@:2]([C:3]([H:12])[H:13])([C:7]([C:4]([C:5](=[O:6])[H:16])([H:14])[H:15])([H:17])[H:18])[H:11])([H:8])([H:9])[H:10],43.193802642608674,-18.772156975353557
[C:1]([C@@:2]([C:3]([H:12])[H:13])([C:7]([C:4]([C:5](=[O:6])[H:16])([H:14])[H:15])([H:17])[H:18])[H:11])([H:8])([H:9])[H:10]>>[C:1]([C:2]1([H:11])[C:3]([H:12])([H:13])[C:4]([C:5]([O:6])([H:15])[H:16])([H:14])[C:7]1([H:17])[H:18])([H:8])([H:9])[H:10],61.96595961796223,18.772156975353557
[C:1]([C:2]1([H:11])[C:3]([H:12])([H:13])[C:4]([C:5]([O:6])([H:15])[H:16])([H:14])[C:7]1([H:17])[H:18])([H:8])([H:9])[H:10]>>[C:1]([C:2]([C:7]([C@@:4]([C:3]([H:12])[H:13])([C:5](=[O:6])[H:15])[H:14])([H:17])[H:18])([H:11])[H:16])([H:8])([H:9])[H:10],64.85370758128995,-18.96887214168801
[C:1]([C:2]([C:7]([C@@:4]([C:3]([H:12])[H:13])([C:5](=[O:6])[H:15])[H:14])([H:17])[H:18])([H:11])[H:16])([H:8])([H:9])[H:10]>>[C:1]([C:2]1([H:11])[C:3]([H:12])([H:13])[C:4]([C:5]([O:6])([H:15])[H:16])([H:14])[C:7]1([H:17])[H:18])([H:8])([H:9])[H:10],83.82257972297796,18.96887214168801
[C:1]([C:2]1([H:11])[C:3]([H:12])([H:13])[C:4]([C:5]([O:6])([H:15])[H:16])([H:14])[C:7]1([H:17])[H:18])([H:8])([H:9])[H:10]>>[C:1]([C@@:2]1([H:11])[C:3]([H:12])([H:13])[C@:4]([C:5]([O:6][H:17])([H:15])[H:16])([H:14])[C:7]1[H:18])([H:8])([H:9])[H:10],20.396062533871,-5.702147799212521
[C:1]([C@@:2]1([H:11])[C:3]([H:12])([H:13])[C@:4]([C:5]([O:6][H:17])([H:15])[H:16])([H:14])[C:7]1[H:18])([H:8])([H:9])[H:10]>>[C:1]([C:2]1([H:11])[C:3]([H:12])([H:13])[C:4]([C:5]([O:6])([H:15])[H:16])([H:14])[C:7]1([H:17])[H:18])([H:8])([H:9])[H:10],26.09821033308352,5.702147799212521
[C:1]([C:2]1([H:11])[C:3]([H:12])([H:13])[C:4]([C:5]([O:6])([H:15])[H:16])([H:14])[C:7]1([H:17])[H:18])([H:8])([H:9])[H:10]>>[C:1]([C@@:2]1([H:11])[C:3]([H:12])([H:13])[C@:4]([C:5]([O:6][H:15])[H:16])([H:14])[C:7]1([H:17])[H:18])([H:8])([H:9])[H:10],29.41612575001973,-11.410584606441322
[C:1]([C@@:2]1([H:11])[C:3]([H:12])([H:13])[C@:4]([C:5]([O:6][H:15])[H:16])([H:14])[C:7]1([H:17])[H:18])([H:8])([H:9])[H:10]>>[C:1]([C:2]1([H:11])[C:3]([H:12])([H:13])[C:4]([C:5]([O:6])([H:15])[H:16])([H:14])[C:7]1([H:17])[H:18])([H:8])([H:9])[H:10],40.82671035646105,11.410584606441322
[C:1]([C:2]1([H:11])[C:3]([H:12])([H:13])[C:4]([C:5]([O:6])([H:15])[H:16])([H:14])[C:7]1([H:17])[H:18])([H:8])([H:9])[H:10]>>[C:1]([C@@:2]1([H:11])[C:3]([H:12])([H:13])[C:4]([H:14])([H:17])[C:7]1[H:18])([H:8])([H:9])[H:10].[C:5](=[O:6])([H:15])[H:16],56.45115734103437,15.346961099192473
[C:1]([C@@:2]1([H:11])[C:3]([H:12])([H:13])[C:4]([H:14])([H:17])[C:7]1[H:18])([H:8])([H:9])[H:10].[C:5](=[O:6])([H:15])[H:16]>>[C:1]([C:2]1([H:11])[C:3]([H:12])([H:13])[C:4]([C:5]([O:6])([H:15])[H:16])([H:14])[C:7]1([H:17])[H:18])([H:8])([H:9])[H:10],41.10419624184189,-15.346961099192473
[C:1]([C:2]1([H:11])[C:3]([H:12])([H:13])[C:4]([C:5]([O:6])([H:15])[H:16])([H:14])[C:7]1([H:17])[H:18])([H:8])([H:9])[H:10]>>[C:1]([C:2]1([H:11])[C:3]([H:12])([H:13])[C:4]([C:5]([O:6][H:14])([H:15])[H:16])[C:7]1([H:17])[H:18])([H:8])([H:9])[H:10],29.155331763415536,-6.228085004592665
[C:1]([C:2]1([H:11])[C:3]([H:12])([H:13])[C:4]([C:5]([O:6][H:14])([H:15])[H:16])[C:7]1([H:17])[H:18])([H:8])([H:9])[H:10]>>[C:1]([C:2]1([H:11])[C:3]([H:12])([H:13])[C:4]([C:5]([O:6])([H:15])[H:16])([H:14])[C:7]1([H:17])[H:18])([H:8])([H:9])[H:10],35.3834167680082,6.228085004592665
[C:1]([C:2]1([H:11])[C:3]([H:12])([H:13])[C:4]([C:5]([O:6])([H:15])[H:16])([H:14])[C:7]1([H:17])[H:18])([H:8])([H:9])[H:10]>>[C:1]([C@@:2]([C:3]([C@:4]1([H:14])[C:5]([H:15])([H:16])[O:6]1)([H:12])[H:13])([C:7]([H:17])[H:18])[H:11])([H:8])([H:9])[H:10],32.72114811921197,3.0448450419095807
[C:1]([C@@:2]([C:3]([C@:4]1([H:14])[C:5]([H:15])([H:16])[O:6]1)([H:12])[H:13])([C:7]([H:17])[H:18])[H:11])([H:8])([H:9])[H:10]>>[C:1]([C:2]1([H:11])[C:3]([H:12])([H:13])[C:4]([C:5]([O:6])([H:15])[H:16])([H:14])[C:7]1([H:17])[H:18])([H:8])([H:9])[H:10],29.676303077302386,-3.0448450419095807
